,count,global_frequency,local_frequency,rareness
lego,1529,0.00038927911567190876,0.00038927911567190876,-15.702427901266958
ostendo,1524,0.00038800612968213795,0.00038800612968213784,-15.7089788406319
pugna,1522,0.0003874969352862296,0.0003874969352862296,-15.711605236281821
salus,1513,0.0003852055605046422,0.0003852055605046423,-15.72346688554837
auctoritas,1511,0.0003846963661087339,0.0003846963661087338,-15.726112388579605
uoluptas,1511,0.0003846963661087339,0.00038469636610873384,-15.726112388579605
communis,1509,0.00038418717171282557,0.00038418717171282557,-15.728761395589386
telum,1508,0.0003839325745148714,0.00038393257451487146,-15.73008721598928
uulnus,1494,0.0003803682137435132,0.0003803682137435133,-15.748741581739559
longe,1494,0.0003803682137435132,0.0003803682137435133,-15.748741581739559
certe,1490,0.00037934982495169654,0.00037934982495169665,-15.754103515246074
uentus,1487,0.00037858603335783406,0.00037858603335783416,-15.758134420204772
rogo,1487,0.00037858603335783406,0.0003785860333578341,-15.758134420204772
audeo,1477,0.0003760400613782925,0.0003760400613782926,-15.771629748062324
umquam,1473,0.00037502167258647584,0.0003750216725864759,-15.777053480199823
accedo,1462,0.0003722211034089801,0.00037222110340897995,-15.792045032505635
honestus,1458,0.00037120271461716346,0.0003712027146171636,-15.797524487987875
aurum,1455,0.000370438923023301,0.00037043892302330114,-15.801643953913898
munus,1455,0.000370438923023301,0.00037043892302330103,-15.801643953913898
conuenio,1451,0.0003694205342314844,0.00036942053423148443,-15.807149807356707
cedo,1440,0.0003666199650539886,0.00036661996505398865,-15.822369527984991
prior,1438,0.00036611077065808027,0.00036611077065808027,-15.8251492365631
casus,1437,0.0003658561734601261,0.00036585617346012616,-15.826540540967034
cunctus,1436,0.000365601576262172,0.00036560157626217205,-15.827932813908744
qua,1432,0.00036458318747035535,0.0003645831874703552,-15.833511618083902
exemplum,1428,0.0003635647986785387,0.00036356479867853875,-15.839106027326023
agmen,1425,0.0003628010070846762,0.0003628010070846763,-15.843312127719582
diu,1422,0.00036203721549081373,0.00036203721549081384,-15.84752709239871
inferus,1420,0.00036152802109490546,0.0003615280210949055,-15.85034201193447
positus,1413,0.0003597458407092263,0.0003597458407092265,-15.860225547756029
classis,1404,0.0003574544659276389,0.00035745446592763897,-15.87300514395357
humanus,1403,0.00035719986872968475,0.0003571998687296847,-15.874430152920162
imperator,1403,0.00035719986872968475,0.00035719986872968486,-15.87443015292016
flumen,1396,0.0003554176883440056,0.00035541768834400567,-15.884433746480447
exspecto,1395,0.00035516309114605145,0.0003551630911460515,-15.88586692461415
laudo,1395,0.00035516309114605145,0.00035516309114605156,-15.88586692461415
memoria,1393,0.00035465389675014313,0.0003546538967501433,-15.888736365565471
usque,1392,0.00035439929955218897,0.0003543992995521889,-15.890172631336354
pompeius,1392,0.00035439929955218897,0.00035439929955218897,-15.890172631336354
addo,1388,0.0003533809107603724,0.00035338091076037243,-15.895928030991584
nolo,1382,0.0003518533275726474,0.0003518533275726475,-15.904592304469853
fuga,1379,0.0003510895359787849,0.0003510895359787849,-15.90893855753848
extremus,1378,0.00035083493878083075,0.00035083493878083075,-15.910389409977876
seruus,1375,0.00035007114718696826,0.0003500711471869684,-15.91474829292374
lux,1373,0.00034956195279106,0.00034956195279105994,-15.91765950158914
traho,1369,0.00034854356399924335,0.0003485435639992434,-15.923494662548185
beneficium,1366,0.00034777977240538086,0.00034777977240538086,-15.927882232863613
item,1345,0.0003424332312483435,0.0003424332312483436,-15.958867729053203
unda,1343,0.00034192403685243524,0.0003419240368524353,-15.961843920078607
prius,1342,0.00034166943965448107,0.000341669439654481,-15.96333367806183
litus,1341,0.0003414148424565269,0.0003414148424565269,-15.964824546561726
praeter,1335,0.00033988725926880194,0.00033988725926880205,-15.973793171456384
patria,1333,0.0003393780648728936,0.0003393780648728937,-15.976791672767666
tutus,1325,0.00033734128728926037,0.00033734128728926037,-15.988830836284437
specto,1324,0.0003370866900913062,0.00033708669009130615,-15.990340840131177
denique,1322,0.0003365774956953979,0.0003365774956953979,-15.99336427230182
muto,1317,0.00033530450970562707,0.0003353045097056272,-16.00094290963852
postquam,1316,0.0003350499125076729,0.00033504991250767285,-16.00246208935456
super,1313,0.0003342861209138104,0.00033428612091381053,-16.007026564519492
libertas,1308,0.00033301313492403966,0.0003330131349240397,-16.014657249090796
necesse,1308,0.00033301313492403966,0.00033301313492403966,-16.014657249090796
maneo,1305,0.0003322493433301772,0.0003322493433301773,-16.019249673611494
species,1301,0.00033123095453836053,0.0003312309545383606,-16.025389356100074
multitudo,1300,0.00033097635734040637,0.0003309763573404064,-16.026927226225826
auxilium,1298,0.00033046716294449804,0.0003304671629444981,-16.030006518597013
sumo,1296,0.00032995796854858977,0.00032995796854858977,-16.033090559300643
campus,1293,0.0003291941769547273,0.00032919417695472723,-16.037725555581368
orator,1293,0.0003291941769547273,0.00032919417695472723,-16.037725555581368
dignitas,1289,0.00032817578816291064,0.00032817578816291074,-16.043922307246707
senex,1288,0.0003279211909649565,0.0003279211909649566,-16.045474499796484
pereo,1288,0.0003279211909649565,0.0003279211909649565,-16.045474499796484
uultus,1281,0.0003261390105792774,0.0003261390105792774,-16.056373709331616
iniuria,1279,0.00032562981618336907,0.00032562981618336907,-16.059498709967396
mundus,1274,0.00032435683019359826,0.00032435683019359837,-16.067332640860865
breuis,1273,0.0003241022329956441,0.00032410223299564415,-16.06890311601027
caedes,1267,0.0003225746498079191,0.0003225746498079193,-16.078351952482805
affero,1264,0.0003218108582140567,0.0003218108582140568,-16.083093163711478
consto,1263,0.0003215562610161025,0.0003215562610161026,-16.084676068424102
gratus,1262,0.00032130166381814836,0.0003213016638181484,-16.086260226922764
iaceo,1261,0.0003210470666201942,0.00032104706662019426,-16.087845641195244
uictor,1258,0.0003202832750263317,0.0003202832750263317,-16.092609438604313
secundus,1256,0.0003197740806304234,0.00031977408063042344,-16.095791619068795
templum,1255,0.00031951948343246923,0.0003195194834324694,-16.097384609993313
posterus,1247,0.000317482705848836,0.0003174827058488361,-16.11017442176501
pugno,1245,0.00031697351145292766,0.00031697351145292766,-16.11338469532747
dominus,1239,0.0003154459282652027,0.00031544592826520285,-16.1230465498668
aequus,1237,0.00031493673386929436,0.00031493673386929436,-16.126277568340107
uictoria,1235,0.00031442753947338604,0.0003144275394733861,-16.129513815000927
arbitro,1233,0.00031391834507747777,0.0003139183450774778,-16.132755306796394
laetus,1231,0.00031340915068156944,0.0003134091506815694,-16.136002060756176
prope,1229,0.0003128999562856611,0.0003128999562856611,-16.139254093993014
absum,1223,0.00031137237309793614,0.00031137237309793604,-16.14904204175074
impetus,1220,0.00031060858150407366,0.0003106085815040736,-16.15395403767048
fere,1218,0.0003100993871081654,0.00031009938710816544,-16.157235416585397
sidus,1218,0.0003100993871081654,0.0003100993871081654,-16.157235416585397
supra,1214,0.00030908099831634874,0.00030908099831634874,-16.163814369886197
adicio,1210,0.0003080626095245321,0.00030806260952453214,-16.17041503594351
dubius,1210,0.0003080626095245321,0.00030806260952453214,-16.17041503594351
malo,1206,0.00030704422073271544,0.00030704422073271555,-16.177037558550822
amo,1206,0.00030704422073271544,0.0003070442207327155,-16.177037558550822
cursus,1205,0.0003067896235347613,0.0003067896235347613,-16.178696621275574
spatium,1204,0.0003065350263368071,0.00030653502633680717,-16.18035706138755
paulus,1203,0.000306280429138853,0.000306280429138853,-16.182018881175726
foedus,1202,0.00030602583194089885,0.0003060258319408989,-16.183682082934777
rursus,1201,0.0003057712347429447,0.0003057712347429446,-16.185346668965117
quicumque,1195,0.0003042436515552197,0.0003042436515552197,-16.19536338439386
cupio,1193,0.0003037344571593114,0.0003037344571593115,-16.198713468929252
confero,1191,0.00030322526276340306,0.0003032252627634031,-16.202069174414483
desum,1189,0.00030271606836749474,0.00030271606836749474,-16.20543051974352
murus,1188,0.00030246147116954063,0.0003024614711695407,-16.2071133132799
uxor,1188,0.00030246147116954063,0.00030246147116954063,-16.2071133132799
plenus,1185,0.00030169767957567814,0.0003016976795756783,-16.21217020598662
durus,1185,0.00030169767957567814,0.00030169767957567814,-16.21217020598662
uoluntas,1173,0.0002986425132002282,0.0002986425132002283,-16.23252661581813
amicitia,1171,0.0002981333188043199,0.00029813331880432,-16.23593958592965
dubito,1170,0.00029787872160636576,0.0002978787216063658,-16.23764825754148
cerno,1169,0.0002976241244084116,0.00029762412440841165,-16.239358390180946
concedo,1169,0.0002976241244084116,0.0002976241244084116,-16.239358390180946
excipio,1162,0.00029584194402273246,0.0002958419440227325,-16.25137043830137
iungo,1162,0.00029584194402273246,0.0002958419440227325,-16.25137043830137
perdo,1162,0.00029584194402273246,0.00029584194402273246,-16.25137043830137
sapio,1162,0.00029584194402273246,0.0002958419440227325,-16.25137043830137
motus,1161,0.0002955873468247783,0.0002955873468247783,-16.2530923497293
censeo,1161,0.0002955873468247783,0.00029558734682477847,-16.2530923497293
carmen,1161,0.0002955873468247783,0.00029558734682477836,-16.2530923497293
quare,1160,0.00029533274962682414,0.0002953327496268241,-16.25481574492426
regio,1158,0.0002948235552309158,0.0002948235552309159,-16.258266996859202
tandem,1157,0.0002945689580329617,0.0002945689580329618,-16.25999485873773
premo,1152,0.0002932959720431909,0.00029329597204319084,-16.26865663061341
mox,1150,0.00029278677764728257,0.0002927867776472825,-16.27213187041049
aer,1146,0.0002917683888554659,0.0002917683888554659,-16.279100518575714
constituo,1145,0.00029151379165751176,0.00029151379165751187,-16.2808464811484
postea,1144,0.0002912591944595576,0.0002912591944595576,-16.282593969245596
quid,1144,0.0002912591944595576,0.0002912591944595577,-16.282593969245596
forma,1143,0.00029100459726160344,0.0002910045972616035,-16.284342985535464
magistratus,1143,0.00029100459726160344,0.0002910045972616035,-16.284342985535464
tristis,1139,0.00028998620846978684,0.00028998620846978684,-16.29135438623072
quamuis,1138,0.0002897316112718327,0.00028973161127183273,-16.29311108375253
minor,1134,0.00028871322248001603,0.0002887132224800161,-16.30015334454969
ideo,1131,0.00028794943088615354,0.00028794943088615365,-16.305451360892842
pertineo,1130,0.0002876948336881994,0.0002876948336881993,-16.30722048971231
procul,1125,0.0002864218476984286,0.0002864218476984287,-16.31608968384804
saeuus,1125,0.0002864218476984286,0.0002864218476984286,-16.31608968384804
impono,1123,0.0002859126533025203,0.0002859126533025203,-16.3196484036482
ora,1119,0.00028489426451070365,0.0002848942645107037,-16.326784896501234
cogito,1117,0.0002843850701147953,0.0002843850701147953,-16.33036271498668
retineo,1114,0.00028362127852093284,0.00028362127852093284,-16.335741472150623
iustus,1111,0.00028285748692707035,0.00028285748692707046,-16.341134733845823
certamen,1111,0.00028285748692707035,0.0002828574869270704,-16.341134733845823
sicut,1110,0.00028260288972911624,0.00028260288972911635,-16.342935724512323
lumen,1104,0.00028107530654139127,0.0002810753065413913,-16.353775859451
turba,1102,0.00028056611214548295,0.000280566112145483,-16.357402333699362
inimicus,1098,0.0002795477233536663,0.00027954772335366635,-16.36467506898613
diuido,1094,0.0002785293345618497,0.00027852933456184965,-16.37197434716123
tectum,1092,0.0002780201401659414,0.0002780201401659414,-16.375634000515383
occupo,1091,0.0002777655429679872,0.0002777655429679872,-16.37746634145894
opera,1091,0.0002777655429679872,0.00027776554296798727,-16.37746634145894
statim,1090,0.00027751094577003305,0.0002775109457700331,-16.379300362678705
sustineo,1086,0.0002764925569782164,0.0002764925569782164,-16.386653312137323
umbra,1086,0.0002764925569782164,0.0002764925569782165,-16.386653312137323
dextra,1081,0.0002752195709884456,0.00027521957098844565,-16.395882677846668
accido,1080,0.00027496497379049143,0.0002749649737904915,-16.397733672888553
uarius,1079,0.0002747103765925373,0.0002747103765925374,-16.399586382608813
porta,1079,0.0002747103765925373,0.00027471037659253727,-16.399586382608813
spero,1071,0.000272673599008904,0.0002726735990089039,-16.414470172229585
misceo,1071,0.000272673599008904,0.0002726735990089041,-16.414470172229585
coniunx,1068,0.00027190980741504154,0.0002719098074150416,-16.420080274084803
regius,1066,0.0002714006130191332,0.00027140061301913316,-16.423829103673505
turpis,1065,0.00027114601582117905,0.00027114601582117905,-16.425706156838032
lacrima,1064,0.0002708914186232249,0.0002708914186232249,-16.427584973321903
scriptum,1064,0.0002708914186232249,0.00027089141862322494,-16.427584973321903
praeda,1062,0.0002703822242273166,0.00027038222422731657,-16.431347909521314
necessarius,1062,0.0002703822242273166,0.0002703822242273166,-16.431347909521314
conficio,1058,0.00026936383543549997,0.00026936383543549997,-16.438895088288593
falsus,1055,0.0002686000438416375,0.0002686000438416375,-16.444574221304748
transeo,1051,0.00026758165504982083,0.00026758165504982094,-16.45217157137118
diuersus,1050,0.00026732705785186667,0.0002673270578518667,-16.454075426821944
dimitto,1045,0.0002660540718620959,0.0002660540718620959,-16.46362198432726
tergum,1044,0.00026579947466414175,0.0002657994746641417,-16.465536776239915
uniuersus,1042,0.00026529028026823343,0.0002652902802682334,-16.46937186849846
proximus,1039,0.00026452648867437094,0.00026452648867437094,-16.47513833092663
auris,1039,0.00026452648867437094,0.000264526488674371,-16.47513833092663
reus,1038,0.0002642718914764168,0.00026427189147641683,-16.477064185673417
propono,1036,0.00026376269708050846,0.0002637626970805085,-16.480921467486226
postulo,1029,0.0002619805166948294,0.0002619805166948294,-16.494480841456983
colo,1028,0.0002617259194968752,0.00026172591949687527,-16.496425421094862
miror,1019,0.00025943454471528775,0.00025943454471528786,-16.514012246679634
mora,1017,0.0002589253503193795,0.0002589253503193795,-16.517941521027964
praebeo,1016,0.0002586707531214253,0.0002586707531214254,-16.519909056848228
membrum,1015,0.00025841615592347116,0.00025841615592347116,-16.521878530173307
noceo,1015,0.00025841615592347116,0.0002584161559234712,-16.521878530173307
contineo,1013,0.00025790696152756283,0.0002579069615275629,-16.525823304627718
armatus,1012,0.00025765236432960867,0.0002576523643296086,-16.52779861343026
exigo,1012,0.00025765236432960867,0.00025765236432960856,-16.527798613430264
arbor,1010,0.00025714316993370035,0.00025714316993370035,-16.53175509345447
antiquus,1010,0.00025714316993370035,0.00025714316993370045,-16.53175509345447
facilis,1006,0.0002561247811418837,0.0002561247811418837,-16.539691611805715
proprius,1005,0.00025587018394392953,0.0002558701839439296,-16.54168067213873
silua,1002,0.00025510639235006705,0.00025510639235006705,-16.547659749835464
uisum,1002,0.00025510639235006705,0.00025510639235006705,-16.547659749835464
testis,999,0.0002543426007562046,0.00025434260075620467,-16.553656755827976
queror,997,0.0002538334063602963,0.00025383340636029634,-16.557664773201406
deduco,995,0.00025332421196438797,0.00025332421196438797,-16.5616808388079
patrius,994,0.0002530696147664338,0.0002530696147664338,-16.563691899811936
perficio,994,0.0002530696147664338,0.0002530696147664338,-16.563691899811936
plerus,991,0.0002523058231725713,0.0002523058231725713,-16.569737244465106
saxum,990,0.00025205122597461715,0.00025205122597461715,-16.57175642686781
fingo,988,0.00025154203157870883,0.0002515420315787089,-16.575800917629348
flamma,987,0.00025128743438075467,0.0002512874343807547,-16.57782623425812
defero,985,0.0002507782399848464,0.0002507782399848464,-16.581883030780904
